ADDITIONAL_TEXT;ID_LANGUAGE;PARAMETER_NUMBER;ERROR_TEXT;INVOKE_TYPE
saml.status.alarm_sound;5;1;Volumen de sonido de alarma %1%%;samel
saml.status.BD_failure;1;1;Alarma DE - Detector %1% en avería.;samel
saml.status.BD_failure;5;1;Alarma DE - Detector %1% en avería.;samel
saml.status.BD_in_alarm;1;1;Alarma DE - Detector %1% en alarma.;samel
saml.status.BD_in_alarm;5;1;Alarma DE - Detector %1% en alarma.;samel
saml.status.BD_no_data;1;1;Alarma DE - Detector %1% sin datos.;samel
saml.status.BD_no_data;5;1;Alarma DE - Detector %1% sin datos.;samel
saml.status.BD_ok;1;1;Alarma DE - Detector %1% en orden.;samel
saml.status.BD_ok;5;1;Alarma DE - Detector %1% en orden.;samel
saml.status.BD_out_of_service;1;1;Alarma DE - Detector %1% fuera de servicio.;samel
saml.status.BD_out_of_service;5;1;Alarma DE - Detector %1% fuera de servicio.;samel
saml.status.BD_prealarm;1;1;Alarma DE - Detector %1% en prealarma.;samel
saml.status.BD_prealarm;5;1;Alarma DE - Detector %1% en prealarma.;samel
saml.status.CI_data_nok;1;1;%1%, sin datos.;samel
saml.status.CI_data_nok;5;1;%1%, sin datos.;samel
saml.status.CI_data_nok_diff_pos_between_replicas;1;2;%1%, sin datos. Diferentes posiciones de la tarjeta en las dos réplicas. Estado %2%.;samel
saml.status.CI_data_nok_diff_pos_between_replicas;5;2;%1%, sin datos. Diferentes posiciones de la tarjeta en las dos réplicas. Estado %2%.;samel
saml.status.CI_data_nok_dio_test_threshold_over;1;2;%1%, sin datos. Sobrepasado umbral en prueba DIO en tarjeta %2%.;samel
saml.status.CI_data_nok_dio_test_threshold_over;5;2;%1%, sin datos. Sobrepasado umbral en prueba DIO en tarjeta %2%.;samel
saml.status.CI_data_nok_field_mask_not_allowed;1;2;%1%, sin datos. Máscara no permitida en estado %2%.;samel
saml.status.CI_data_nok_field_mask_not_allowed;5;2;%1%, sin datos. Máscara no permitida en estado %2%.;samel
saml.status.CI_data_nok_ic_down;1;1;%1%, sin datos. IC caido.;samel
saml.status.CI_data_nok_ic_down;5;1;%1%, sin datos. IC caido.;samel
saml.status.CI_data_nok_life_relay_test;1;3;%1%, sin datos. Test de relé de vida fallado en puerto %2%  en tarjeta %3%.;samel
saml.status.CI_data_nok_life_relay_test;5;3;%1%, sin datos. Test de relé de vida fallado en puerto %2%  en tarjeta %3%.;samel
saml.status.CI_data_nok_overflow_vital_cycles;1;2;%1%, sin datos. Ciclos vitales sobrepasados en el CI asociado %2%.;samel
saml.status.CI_data_nok_overflow_vital_cycles;5;2;%1%, sin datos. Ciclos vitales sobrepasados en el CI asociado %2%.;samel
saml.status.CI_data_nok_related;1;1;%1%, sin datos. Elemento asociado %elemNumber% en fallo.;samel
saml.status.CI_data_nok_related;5;1;%1%, sin datos. Elemento asociado %elemNumber% en fallo.;samel
saml.status.CI_data_nok_supervision_line_fail;1;2;%1%, sin datos. Fallo de supervisión de línea en contacto %2%.;samel
saml.status.CI_data_nok_supervision_line_fail;5;2;%1%, sin datos. Fallo de supervisión de línea en contacto %2%.;samel
saml.status.CI_data_nok_timeout_for_life_relay_test;1;2;%1%, sin datos. Expiración del test de relé de vida en la tarjeta %2%.;samel
saml.status.CI_data_nok_timeout_for_life_relay_test;5;2;%1%, sin datos. Expiración del test de relé de vida en la tarjeta %2%.;samel
saml.status.CI_data_nok_unknown_maintenance_code;1;4;%1%, sin datos. Código de mantenimiento:%2% Info1:%3% Info2:%4%.;samel
saml.status.CI_data_nok_unknown_maintenance_code;5;4;%1%, sin datos. Código de mantenimiento:%2% Info1:%3% Info2:%4%.;samel
saml.status.CI_data_nok_validate_eio_input_changes;1;2;%1%, sin datos. Datos diferentes recibidos de las replicas en dos muestras consecutivas. Número de contacto %2%.;samel
saml.status.CI_data_nok_validate_eio_input_changes;5;2;%1%, sin datos. Datos diferentes recibidos de las replicas en dos muestras consecutivas. Número de contacto %2%.;samel
saml.status.CI_data_nok_validate_eio_output_changes;1;2;%1%, sin datos. Datos de salida diferentes recibidos de las replicas en dos muestras consecutivas. Estado %2%.;samel
saml.status.CI_data_nok_validate_eio_output_changes;5;2;%1%, sin datos. Datos de salida diferentes recibidos de las replicas en dos muestras consecutivas. Estado %2%.;samel
saml.status.CI_data_nok_vital_indications_no_antivalent;1;2;%1%, sin datos. Valor distinto al propuesto en indicación vital asociada en elemento %2%.;samel
saml.status.CI_data_nok_vital_indications_no_antivalent;5;2;%1%, sin datos. Valor distinto al propuesto en indicación vital asociada en elemento %2%.;samel
saml.status.CI_data_nok_wrong_pos_value;1;2;%1%, sin datos. Posición errónea. Estado %2%.;samel
saml.status.CI_data_nok_wrong_pos_value;5;2;%1%, sin datos. Posición errónea. Estado %2%.;samel
saml.status.CI_data_ok;1;1;%1%, datos en orden.;samel
saml.status.CI_data_ok;5;1;%1%, datos en orden.;samel
saml.status.connection_operator_connected;1;1;Operador %1% conectado.;samel
saml.status.connection_operator_connected;5;1;Operador %1% conectado.;samel
saml.status.connection_operator_disconnected;1;1;Operador %1% desconectado.;samel
saml.status.connection_operator_disconnected;5;1;Operador %1% desconectado.;samel
saml.status.connection_try_rejected;1;0;Intento de conexión rechazado.;samel
saml.status.connection_try_rejected;5;0;Intento de conexión rechazado.;samel
saml.status.channel_A_active;1;0;Canal de comunicaciones A con IM, activo.;samel
saml.status.channel_A_active;5;0;Canal de comunicaciones A con IM, activo.;samel
saml.status.channel_A_CS_active;1;1;Canal de comunicaciones A con %1%, en funcionamiento y activo.;samel
saml.status.channel_A_CS_active;5;1;Canal de comunicaciones A con %1%, en funcionamiento y activo.;samel
saml.status.channel_A_CS_down;1;1;Canal de comunicaciones A con %1%, caído.;samel
saml.status.channel_A_CS_down;5;1;Canal de comunicaciones A con %1%, caído.;samel
saml.status.channel_A_CS_reserve;1;1;Canal de comunicaciones A con %1%, en funcionamiento y en reserva.;samel
saml.status.channel_A_CS_reserve;5;1;Canal de comunicaciones A con %1%, en funcionamiento y en reserva.;samel
saml.status.channel_A_CS_unknown;1;1;Canal de comunicaciones A con %1%, en estado desconocido.;samel
saml.status.channel_A_CS_unknown;5;1;Canal de comunicaciones A con %1%, en estado desconocido.;samel
saml.status.channel_A_down;1;0;Canal de comunicaciones A con IM, caído.;samel
saml.status.channel_A_down;5;0;Canal de comunicaciones A con IM, caído.;samel
saml.status.channel_A_PCI_1_active;1;0;Canal de comunicaciones A con PCI-E 1, activo.;samel
saml.status.channel_A_PCI_1_active;5;0;Canal de comunicaciones A con PCI-E 1, activo.;samel
saml.status.channel_A_PCI_1_down;1;0;Canal de comunicaciones A con PCI-E 1, caído.;samel
saml.status.channel_A_PCI_1_down;5;0;Canal de comunicaciones A con PCI-E 1, caído.;samel
saml.status.channel_A_PCI_1_reserve;1;0;Canal de comunicaciones A con PCI-E 1, pasivo.;samel
saml.status.channel_A_PCI_1_reserve;5;0;Canal de comunicaciones A con PCI-E 1, pasivo.;samel
saml.status.channel_A_PCI_2_active;1;0;Canal de comunicaciones A con PCI-E 2, activo.;samel
saml.status.channel_A_PCI_2_active;5;0;Canal de comunicaciones A con PCI-E 2, activo.;samel
saml.status.channel_A_PCI_2_down;1;0;Canal de comunicaciones A con PCI-E 2, caído.;samel
saml.status.channel_A_PCI_2_down;5;0;Canal de comunicaciones A con PCI-E 2, caído.;samel
saml.status.channel_A_PCI_2_reserve;1;0;Canal de comunicaciones A con PCI-E 2, pasivo.;samel
saml.status.channel_A_PCI_2_reserve;5;0;Canal de comunicaciones A con PCI-E 2, pasivo.;samel
saml.status.channel_A_PCI_RJU_active;1;0;Canal de comunicaciones A (PCI-RJu), activo.;samel
saml.status.channel_A_PCI_RJU_active;5;0;Canal de comunicaciones A (PCI-RJu), activo.;samel
saml.status.channel_A_PCI_RJU_down;1;0;Canal de comunicaciones A (PCI-RJu), caído.;samel
saml.status.channel_A_PCI_RJU_down;5;0;Canal de comunicaciones A (PCI-RJu), caído.;samel
saml.status.channel_A_PCI_RJU_reserve;1;0;Canal de comunicaciones A (PCI-RJu), pasivo.;samel
saml.status.channel_A_PCI_RJU_reserve;5;0;Canal de comunicaciones A (PCI-RJu), pasivo.;samel
saml.status.channel_A_PCI_SAM_active;1;0;Canal de comunicaciones A (PCI-SAM), activo.;samel
saml.status.channel_A_PCI_SAM_active;5;0;Canal de comunicaciones A (PCI-SAM), activo.;samel
saml.status.channel_A_PCI_SAM_down;1;0;Canal de comunicaciones A (PCI-SAM), caído.;samel
saml.status.channel_A_PCI_SAM_down;5;0;Canal de comunicaciones A (PCI-SAM), caído.;samel
saml.status.channel_A_PCI_SAM_reserve;1;0;Canal de comunicaciones A (PCI-SAM), pasivo.;samel
saml.status.channel_A_PCI_SAM_reserve;5;0;Canal de comunicaciones A (PCI-SAM), pasivo.;samel
saml.status.channel_A_reserve;1;0;Canal de comunicaciones A con IM, pasivo.;samel
saml.status.channel_A_reserve;5;0;Canal de comunicaciones A con IM, pasivo.;samel
saml.status.channel_A_SAM_E_L_active;1;1;Canal de comunicaciones A con %1%, activo.;samel
saml.status.channel_A_SAM_E_L_active;5;1;Canal de comunicaciones A con %1%, activo.;samel
saml.status.channel_A_SAM_E_L_down;1;1;Canal de comunicaciones A con %1%, caído.;samel
saml.status.channel_A_SAM_E_L_down;5;1;Canal de comunicaciones A con %1%, caído.;samel
saml.status.channel_A_SAM_E_L_reserve;1;1;Canal de comunicaciones A con %1%, pasivo.;samel
saml.status.channel_A_SAM_E_L_reserve;5;1;Canal de comunicaciones A con %1%, pasivo.;samel
saml.status.channel_B_active;1;0;Canal de comunicaciones B con IM, activo.;samel
saml.status.channel_B_active;5;0;Canal de comunicaciones B con IM, activo.;samel
saml.status.channel_B_CS_active;1;1;Canal de comunicaciones B con %1%, en funcionamiento y activo.;samel
saml.status.channel_B_CS_active;5;1;Canal de comunicaciones B con %1%, en funcionamiento y activo.;samel
saml.status.channel_B_CS_down;1;1;Canal de comunicaciones B con %1%, caído.;samel
saml.status.channel_B_CS_down;5;1;Canal de comunicaciones B con %1%, caído.;samel
saml.status.channel_B_CS_reserve;1;1;Canal de comunicaciones B con %1%, en funcionamiento y en reserva.;samel
saml.status.channel_B_CS_reserve;5;1;Canal de comunicaciones B con %1%, en funcionamiento y en reserva.;samel
saml.status.channel_B_CS_unknown;1;1;Canal de comunicaciones B con %1%, en estado desconocido.;samel
saml.status.channel_B_CS_unknown;5;1;Canal de comunicaciones B con %1%, en estado desconocido.;samel
saml.status.channel_B_down;1;0;Canal de comunicaciones B con IM, caído.;samel
saml.status.channel_B_down;5;0;Canal de comunicaciones B con IM, caído.;samel
saml.status.channel_B_PCI_1_active;1;0;Canal de comunicaciones B con PCI-E 1, activo.;samel
saml.status.channel_B_PCI_1_active;5;0;Canal de comunicaciones B con PCI-E 1, activo.;samel
saml.status.channel_B_PCI_1_down;1;0;Canal de comunicaciones B con PCI-E 1, caído.;samel
saml.status.channel_B_PCI_1_down;5;0;Canal de comunicaciones B con PCI-E 1, caído.;samel
saml.status.channel_B_PCI_1_reserve;1;0;Canal de comunicaciones B con PCI-E 1, pasivo.;samel
saml.status.channel_B_PCI_1_reserve;5;0;Canal de comunicaciones B con PCI-E 1, pasivo.;samel
saml.status.channel_B_PCI_2_active;1;0;Canal de comunicaciones B con PCI-E 2, activo.;samel
saml.status.channel_B_PCI_2_active;5;0;Canal de comunicaciones B con PCI-E 2, activo.;samel
saml.status.channel_B_PCI_2_down;1;0;Canal de comunicaciones B con PCI-E 2, caído.;samel
saml.status.channel_B_PCI_2_down;5;0;Canal de comunicaciones B con PCI-E 2, caído.;samel
saml.status.channel_B_PCI_2_reserve;1;0;Canal de comunicaciones B con PCI-E 2, pasivo.;samel
saml.status.channel_B_PCI_2_reserve;5;0;Canal de comunicaciones B con PCI-E 2, pasivo.;samel
saml.status.channel_B_PCI_RJU_active;1;0;Canal de comunicaciones B (PCI-RJu), activo.;samel
saml.status.channel_B_PCI_RJU_active;5;0;Canal de comunicaciones B (PCI-RJu), activo.;samel
saml.status.channel_B_PCI_RJU_down;1;0;Canal de comunicaciones B (PCI-RJu), caído.;samel
saml.status.channel_B_PCI_RJU_down;5;0;Canal de comunicaciones B (PCI-RJu), caído.;samel
saml.status.channel_B_PCI_RJU_reserve;1;0;Canal de comunicaciones B (PCI-RJu), pasivo.;samel
saml.status.channel_B_PCI_RJU_reserve;5;0;Canal de comunicaciones B (PCI-RJu), pasivo.;samel
saml.status.channel_B_PCI_SAM_active;1;0;Canal de comunicaciones B (PCI-SAM), activo.;samel
saml.status.channel_B_PCI_SAM_active;5;0;Canal de comunicaciones B (PCI-SAM), activo.;samel
saml.status.channel_B_PCI_SAM_down;1;0;Canal de comunicaciones B (PCI-SAM), caído.;samel
saml.status.channel_B_PCI_SAM_down;5;0;Canal de comunicaciones B (PCI-SAM), caído.;samel
saml.status.channel_B_PCI_SAM_reserve;1;0;Canal de comunicaciones B (PCI-SAM), pasivo.;samel
saml.status.channel_B_PCI_SAM_reserve;5;0;Canal de comunicaciones B (PCI-SAM), pasivo.;samel
saml.status.channel_B_reserve;1;0;Canal de comunicaciones B con IM, pasivo.;samel
saml.status.channel_B_reserve;5;0;Canal de comunicaciones B con IM, pasivo.;samel
saml.status.channel_B_SAM_E_L_active;1;1;Canal de comunicaciones B con %1%, activo. ;samel
saml.status.channel_B_SAM_E_L_active;5;1;Canal de comunicaciones B con %1%, activo. ;samel
saml.status.channel_B_SAM_E_L_down;1;1;Canal de comunicaciones B con %1%, caído.;samel
saml.status.channel_B_SAM_E_L_down;5;1;Canal de comunicaciones B con %1%, caído.;samel
saml.status.channel_B_SAM_E_L_reserve;1;1;Canal de comunicaciones B con %1%, pasivo.;samel
saml.status.channel_B_SAM_E_L_reserve;5;1;Canal de comunicaciones B con %1%, pasivo.;samel
saml.status.channel_CM_down;1;1;Canal de comunicaciones con %1% caído.;samel
saml.status.channel_CM_down;5;1;Canal de comunicaciones con %1% caído.;samel
saml.status.channel_CM_ok;1;1;Canal de comunicaciones con %1% en orden.;samel
saml.status.channel_CM_ok;5;1;Canal de comunicaciones con %1% en orden.;samel
saml.status.channel_CS_down;1;1;Canal de comunicaciones con %1% caído.;samel
saml.status.channel_CS_down;5;1;Canal de comunicaciones con %1% caído.;samel
saml.status.channel_CS_ok_active;1;1;Canal de comunicaciones con %1% en funcionamiento y activo.;samel
saml.status.channel_CS_ok_active;5;1;Canal de comunicaciones con %1% en funcionamiento y activo.;samel
saml.status.channel_CS_ok_reserve;1;1;Canal de comunicaciones con %1% en funcionamiento y en reserva.;samel
saml.status.channel_CS_ok_reserve;5;1;Canal de comunicaciones con %1% en funcionamiento y en reserva.;samel
saml.status.channel_CS_unknown;1;1;Canal de comunicaciones con %1% en estado desconocido.;samel
saml.status.channel_CS_unknown;5;1;Canal de comunicaciones con %1% en estado desconocido.;samel
saml.status.channel_down;1;2;Canal de comunicaciones con el %1%%2% caído.;samel
saml.status.channel_down;5;2;Canal de comunicaciones con el %1%%2% caído.;samel
saml.status.channel_down_2;1;3;Canal %1% con el %2%%3% caído.;samel
saml.status.channel_down_2;5;3;Canal %1% con el %2%%3% caído.;samel
saml.status.channel_IM_down;1;0;Canal de comunicaciones con el IM caído.;samel
saml.status.channel_IM_down;5;0;Canal de comunicaciones con el IM caído.;samel
saml.status.channel_IM_ok;1;0;Canal de comunicaciones con el IM en orden.;samel
saml.status.channel_IM_ok;5;0;Canal de comunicaciones con el IM en orden.;samel
saml.status.channel_PCI_1_down;1;0;Canal de comunicaciones con PCI-E 1 caído.;samel
saml.status.channel_PCI_1_down;5;0;Canal de comunicaciones con PCI-E 1 caído.;samel
saml.status.channel_PCI_1_ok;1;0;Canal de comunicaciones con PCI-E 1 en orden.;samel
saml.status.channel_PCI_1_ok;5;0;Canal de comunicaciones con PCI-E 1 en orden.;samel
saml.status.channel_PCI_2_down;1;0;Canal de comunicaciones con PCI-E 2 caído.;samel
saml.status.channel_PCI_2_down;5;0;Canal de comunicaciones con PCI-E 2 caído.;samel
saml.status.channel_PCI_2_ok;1;0;Canal de comunicaciones con PCI-E 2 en orden.;samel
saml.status.channel_PCI_2_ok;5;0;Canal de comunicaciones con PCI-E 2 en orden.;samel
saml.status.channel_PCI_RJU_down;1;0;Canal de comunicaciones PCI-RJu caído.;samel
saml.status.channel_PCI_RJU_down;5;0;Canal de comunicaciones PCI-RJu caído.;samel
saml.status.channel_PCI_RJU_ok;1;0;Canal de comunicaciones PCI-RJu en orden.;samel
saml.status.channel_PCI_RJU_ok;5;0;Canal de comunicaciones PCI-RJu en orden.;samel
saml.status.channel_PCI_SAM_down;1;0;Canal de comunicaciones PCI-SAM caído.;samel
saml.status.channel_PCI_SAM_down;5;0;Canal de comunicaciones PCI-SAM caído.;samel
saml.status.channel_PCI_SAM_ok;1;0;Canal de comunicaciones PCI-SAM en orden.;samel
saml.status.channel_PCI_SAM_ok;5;0;Canal de comunicaciones PCI-SAM en orden.;samel
saml.status.channel_PLO_down;1;0;Canal de comunicaciones con PLO caído.;samel
saml.status.channel_PLO_down;5;0;Canal de comunicaciones con PLO caído.;samel
saml.status.channel_PLO_ok;1;0;Canal de comunicaciones con PLO en orden.;samel
saml.status.channel_PLO_ok;5;0;Canal de comunicaciones con PLO en orden.;samel
saml.status.channel_PLO_RJU_down;1;0;Canal de comunicaciones PLO-RJu inactivo.;samel
saml.status.channel_PLO_RJU_down;5;0;Canal de comunicaciones PLO-RJu inactivo.;samel
saml.status.channel_PLO_RJU_not_initiated;1;0;Canal de comunicaciones PLO-RJu no iniciado.;samel
saml.status.channel_PLO_RJU_not_initiated;5;0;Canal de comunicaciones PLO-RJu no iniciado.;samel
saml.status.channel_PLO_RJU_ok;1;0;Canal de comunicaciones PLO-Rju activo.;samel
saml.status.channel_PLO_RJU_ok;5;0;Canal de comunicaciones PLO-Rju activo.;samel
saml.status.channel_PLO_RJU_reserve;1;0;Canal de comunicaciones PLO-RJu pasivo.;samel
saml.status.channel_PLO_RJU_reserve;5;0;Canal de comunicaciones PLO-RJu pasivo.;samel
saml.status.channel_PLO_SAM_down;1;0;Canal de comunicaciones PLO-SAM inactivo.;samel
saml.status.channel_PLO_SAM_down;5;0;Canal de comunicaciones PLO-SAM inactivo.;samel
saml.status.channel_PLO_SAM_not_initiated;1;0;Canal de comunicaciones PLO-SAM no iniciado.;samel
saml.status.channel_PLO_SAM_not_initiated;5;0;Canal de comunicaciones PLO-SAM no iniciado.;samel
saml.status.channel_PLO_SAM_ok;1;0;Canal de comunicaciones PLO-SAM activo.;samel
saml.status.channel_PLO_SAM_ok;5;0;Canal de comunicaciones PLO-SAM activo.;samel
saml.status.channel_PLO_SAM_reserve;1;0;Canal de comunicaciones PLO-SAM pasivo.;samel
saml.status.channel_PLO_SAM_reserve;5;0;Canal de comunicaciones PLO-SAM pasivo.;samel
saml.status.channel_SAM_E_L_down;1;1;Canal de comunicaciones con %1% caído.;samel
saml.status.channel_SAM_E_L_down;5;1;Canal de comunicaciones con %1% caído.;samel
saml.status.channel_SAM_E_L_ok;1;1;Canal de comunicaciones con %1% en orden;samel
saml.status.channel_SAM_E_L_ok;5;1;Canal de comunicaciones con %1% en orden;samel
saml.status.channel_up;1;2;Canal de comunicaciones con el %1%%2% en orden.;samel
saml.status.channel_up;5;2;Canal de comunicaciones con el %1%%2% en orden.;samel
saml.status.channel_up_2;1;3;Canal %1% con el %2%%3% en orden.;samel
saml.status.channel_up_2;5;3;Canal %1% con el %2%%3% en orden.;samel
saml.status.date_change;1;1;Fecha cambiada a %1%.;samel
saml.status.date_change;5;1;Date changed to %1%.;samel
saml.status.DETECTOR_failure;1;1;Alarma DE - Detector %1% en avería.;samel
saml.status.DETECTOR_failure;5;1;Alarma DE - Detector %1% en avería.;samel
saml.status.DETECTOR_in_alarm;1;1;Alarma DE - Detector %1% en alarma.;samel
saml.status.DETECTOR_in_alarm;5;1;Alarma DE - Detector %1% en alarma.;samel
saml.status.DETECTOR_no_data;1;1;Alarma DE - Detector %1% sin datos.;samel
saml.status.DETECTOR_no_data;5;1;Alarma DE - Detector %1% sin datos.;samel
saml.status.DETECTOR_ok;1;1;Alarma DE - Detector %1% en orden.;samel
saml.status.DETECTOR_ok;5;1;Alarma DE - Detector %1% en orden.;samel
saml.status.DETECTOR_out_of_service;1;1;Alarma DE - Detector %1% fuera de servicio.;samel
saml.status.DETECTOR_out_of_service;5;1;Alarma DE - Detector %1% fuera de servicio.;samel
saml.status.DETECTOR_prealarm;1;1;Alarma DE - Detector %1% en prealarma.;samel
saml.status.DETECTOR_prealarm;5;1;Alarma DE - Detector %1% en prealarma.;samel
saml.status.DS_0_1;1;0;Configuración de la estación real;samel
saml.status.DS_0_1;5;0;Configuración de la estación real;samel
saml.status.DS_0_2;1;0;Configuración con Simulador Interno;samel
saml.status.DS_0_2;5;0;Configuración con Simulador Interno;samel
saml.status.DS_0_3;1;0;Configuración con Simulador Externo;samel
saml.status.DS_0_3;5;0;Configuración con Simulador Externo;samel
saml.status.DS_0_4;1;0;Simulador es Incorrecto;samel
saml.status.DS_0_4;5;0;Simulador es Incorrecto;samel
saml.status.DS_1_4;1;2;%1% %2%, sin datos;samel
saml.status.DS_1_4;5;2;%1% %2%, sin datos;samel
saml.status.DS_1_5;1;2;%1% %2%, sin datos en orden;samel
saml.status.DS_1_5;5;2;%1% %2%, sin datos en orden;samel
saml.status.DS_10_0;1;2;%1% %2%, Lámpara verde fundida;samel
saml.status.DS_10_0;5;2;%1% %2%, Lámpara verde fundida;samel
saml.status.DS_10_1;1;2;%1% %2%, Lámpara verde en orden;samel
saml.status.DS_10_1;5;2;%1% %2%, Lámpara verde en orden;samel
saml.status.DS_10_100;1;2;%1% %2%, Lámpara roja, fundido filamento auxiliar;samel
saml.status.DS_10_100;5;2;%1% %2%, Lámpara roja, fundido filamento auxiliar;samel
saml.status.DS_10_101;1;2;%1% %2%, Lámpara roja, filamento auxiliar en orden;samel
saml.status.DS_10_101;5;2;%1% %2%, Lámpara roja, filamento auxiliar en orden;samel
saml.status.DS_10_104;1;2;%1% %2%, Lámpara roja 2, fundido filamento principal;samel
saml.status.DS_10_104;5;2;%1% %2%, Lámpara roja 2, fundido filamento principal;samel
saml.status.DS_10_105;1;2;%1% %2%, Lámpara roja 2, filamento principal en orden;samel
saml.status.DS_10_105;5;2;%1% %2%, Lámpara roja 2, filamento principal en orden;samel
saml.status.DS_10_108;1;2;%1% %2%, Lámpara roja 2, fundido filamento auxiliar;samel
saml.status.DS_10_108;5;2;%1% %2%, Lámpara roja 2, fundido filamento auxiliar;samel
saml.status.DS_10_109;1;2;%1% %2%, Lámpara roja 2, filamento auxiliar en orden;samel
saml.status.DS_10_109;5;2;%1% %2%, Lámpara roja 2, filamento auxiliar en orden;samel
saml.status.DS_10_112;1;2;%1% %2%, Lámpara verde, fundido filamento principal;samel
saml.status.DS_10_112;5;2;%1% %2%, Lámpara verde, fundido filamento principal;samel
saml.status.DS_10_113;1;2;%1% %2%, Lámpara verde, filamento principal en orden;samel
saml.status.DS_10_113;5;2;%1% %2%, Lámpara verde, filamento principal en orden;samel
saml.status.DS_10_116;1;2;%1% %2%, Lámpara verde, fundido filamento auxiliar;samel
saml.status.DS_10_116;5;2;%1% %2%, Lámpara verde, fundido filamento auxiliar;samel
saml.status.DS_10_117;1;2;%1% %2%, Lámpara verde, filamento auxiliar en orden;samel
saml.status.DS_10_117;5;2;%1% %2%, Lámpara verde, filamento auxiliar en orden;samel
saml.status.DS_10_12;1;2;%1% %2%, Lámpara amarilla fundida;samel
saml.status.DS_10_12;5;2;%1% %2%, Lámpara amarilla fundida;samel
saml.status.DS_10_120;1;2;%1% %2%, Lámpara verde 2, fundido filamento principal;samel
saml.status.DS_10_120;5;2;%1% %2%, Lámpara verde 2, fundido filamento principal;samel
saml.status.DS_10_121;1;2;%1% %2%, Lámpara verde 2, filamento principal en orden;samel
saml.status.DS_10_121;5;2;%1% %2%, Lámpara verde 2, filamento principal en orden;samel
saml.status.DS_10_124;1;2;%1% %2%, Lámpara verde 2, fundido filamento auxiliar ;samel
saml.status.DS_10_124;5;2;%1% %2%, Lámpara verde 2, fundido filamento auxiliar ;samel
saml.status.DS_10_125;1;2;%1% %2%, Lámpara verde 2, filamento auxiliar en orden;samel
saml.status.DS_10_125;5;2;%1% %2%, Lámpara verde 2, filamento auxiliar en orden;samel
saml.status.DS_10_128;1;2;%1% %2%, Lámpara verde 3, fundido filamento principal;samel
saml.status.DS_10_128;5;2;%1% %2%, Lámpara verde 3, fundido filamento principal;samel
saml.status.DS_10_129;1;2;%1% %2%, Lámpara verde 3, filamento principal en orden;samel
saml.status.DS_10_129;5;2;%1% %2%, Lámpara verde 3, filamento principal en orden;samel
saml.status.DS_10_13;1;2;%1% %2%, Lámpara amarilla en orden;samel
saml.status.DS_10_13;5;2;%1% %2%, Lámpara amarilla en orden;samel
saml.status.DS_10_132;1;2;%1% %2%, Lámpara verde 3, fundido filamento auxiliar;samel
saml.status.DS_10_132;5;2;%1% %2%, Lámpara verde 3, fundido filamento auxiliar;samel
saml.status.DS_10_133;1;2;%1% %2%, Lámpara verde 3, filamento auxiliar en orden;samel
saml.status.DS_10_133;5;2;%1% %2%, Lámpara verde 3, filamento auxiliar en orden;samel
saml.status.DS_10_136;1;2;%1% %2%, Lámpara amarilla, fundido filamento principal;samel
saml.status.DS_10_136;5;2;%1% %2%, Lámpara amarilla, fundido filamento principal;samel
saml.status.DS_10_137;1;2;%1% %2%, Lámpara amarilla, filamento principal en orden;samel
saml.status.DS_10_137;5;2;%1% %2%, Lámpara amarilla, filamento principal en orden;samel
saml.status.DS_10_140;1;2;%1% %2%, Lámpara amarilla, fundido filamento auxiliar;samel
saml.status.DS_10_140;5;2;%1% %2%, Lámpara amarilla, fundido filamento auxiliar;samel
saml.status.DS_10_141;1;2;%1% %2%, Lámpara amarilla, filamento auxiliar en orden;samel
saml.status.DS_10_141;5;2;%1% %2%, Lámpara amarilla, filamento auxiliar en orden;samel
saml.status.DS_10_144;1;2;%1% %2%, Lámpara amarilla 2, fundido filamento principal;samel
saml.status.DS_10_144;5;2;%1% %2%, Lámpara amarilla 2, fundido filamento principal;samel
saml.status.DS_10_145;1;2;%1% %2%, Lámpara amarilla 2, filamento principal en orden;samel
saml.status.DS_10_145;5;2;%1% %2%, Lámpara amarilla 2, filamento principal en orden;samel
saml.status.DS_10_148;1;2;%1% %2%, Lámpara amarilla 2, fundido filamento auxiliar;samel
saml.status.DS_10_148;5;2;%1% %2%, Lámpara amarilla 2, fundido filamento auxiliar;samel
saml.status.DS_10_149;1;2;%1% %2%, Lámpara amarilla 2, filamento auxiliar en orden;samel
saml.status.DS_10_149;5;2;%1% %2%, Lámpara amarilla 2, filamento auxiliar en orden;samel
saml.status.DS_10_152;1;2;%1% %2%, Lámpara amarilla 3, fundido filamento principal;samel
saml.status.DS_10_152;5;2;%1% %2%, Lámpara amarilla 3, fundido filamento principal;samel
saml.status.DS_10_153;1;2;%1% %2%, Lámpara amarilla 3, filamento principal en orden;samel
saml.status.DS_10_153;5;2;%1% %2%, Lámpara amarilla 3, filamento principal en orden;samel
saml.status.DS_10_156;1;2;%1% %2%, Lámpara amarilla 3, fundido filamento auxiliar;samel
saml.status.DS_10_156;5;2;%1% %2%, Lámpara amarilla 3, fundido filamento auxiliar;samel
saml.status.DS_10_157;1;2;%1% %2%, Lámpara amarilla 3, filamento auxiliar en orden;samel
saml.status.DS_10_157;5;2;%1% %2%, Lámpara amarilla 3, filamento auxiliar en orden;samel
saml.status.DS_10_16;1;2;%1% %2%, Lámpara amarilla 2 fundida;samel
saml.status.DS_10_16;5;2;%1% %2%, Lámpara amarilla 2 fundida;samel
